#separator:tab
#html:true
#notetype:Basic
#deck:Databricks Learner
#columns:Front	Back	Tags
#tags column:3
A data engineer uses Auto Loader to ingest JSON files from cloud storage into a Unity Catalog Delta table. New source files sometimes contain additional columns not seen before. Which configuration correctly enables automatic schema evolution?<br><br><b>A.</b> .option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;none&#x27;).option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)<br><b>B.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;).option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;addNewColumns&#x27;)<br><b>C.</b> .option(&#x27;cloudFiles.inferSchema&#x27;, &#x27;true&#x27;).option(&#x27;cloudFiles.schemaEvolution&#x27;, &#x27;true&#x27;)<br><b>D.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)	<b>Answer: B</b><br><br>Auto Loader requires &#x27;cloudFiles.schemaLocation&#x27; (to persist the inferred schema) AND &#x27;cloudFiles.schemaEvolutionMode&#x27; set to &#x27;addNewColumns&#x27; to automatically merge new columns from incoming files. Option A disables evolution. Option C uses non-existent options. Option D stores the schema but does not configure evolution behaviour.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::sample
<img src="image40.png"><br>A data engineer is using the following code block as part of a batch ingestion pipeline to read from a composable table:<br>Which of the following changes needs to be made so this code block will work when the transactions table is a stream source?<br><br><b>A.</b> Replace predict with a stream-friendly prediction function<br><b>B.</b> Replace schema(schema) with option (&quot;maxFilesPerTrigger&quot;, 1)<br><b>C.</b> Replace &quot;transactions&quot; with the path to the location of the Delta table<br><b>D.</b> Replace format(&quot;delta&quot;) with format(&quot;stream&quot;)<br><b>E.</b> Replace spark.read with spark.readStream 	<b>Answer: E</b><br><br>E. To convert a batch read into a streaming read, replace **`spark.read`** with **`spark.readStream`** — Delta supports both, so the rest of the chain (`.format(&quot;delta&quot;).table(...)`) stays the same. A (predict function) is unrelated. B (maxFilesPerTrigger) is a streaming option but doesn&#x27;t switch the read mode. C (path vs name) is unrelated to streaming vs batch. D (`format(&quot;stream&quot;)`) isn&#x27;t a valid format. [Community vote] E: 9.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
Which of the following queries is performing a streaming hop from raw data to a Bronze table?<br><br><b>A.</b> <img src="image41.png"><br><b>B.</b> <img src="image42.png"><br><b>C.</b> <img src="image43.png"><br><b>D.</b> <img src="image44.png"><br><b>E.</b> <img src="image45.png">	<b>Answer: E</b><br><br>E. A streaming **raw → Bronze** hop reads raw files with `spark.readStream.format(&quot;cloudFiles&quot;)` (Auto Loader) or similar streaming source and writes to a Delta table with `.writeStream...table(&quot;bronze&quot;)`. Option E shows that canonical pattern. The other options either use batch reads/writes, target the wrong layer, or apply transformations (transformations belong in Silver, not the raw→Bronze hop). [Community vote] E: 10.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Which of the following statements regarding the relationship between Silver tables and Bronze tables is always true?<br><br><b>A.</b> Silver tables contain a less refined, less clean view of data than Bronze data.<br><b>B.</b> Silver tables contain aggregates while Bronze data is unaggregated.<br><b>C.</b> Silver tables contain more data than Bronze tables.<br><b>D.</b> Silver tables contain a more refined and cleaner view of data than Bronze tables. <br><b>E.</b> Silver tables contain less data than Bronze tables.	<b>Answer: D</b><br><br>D. The defining property of **Silver** is that it&#x27;s a **more refined, cleaner view** of Bronze (deduplicated, schema-conformed, validated). A inverts the relationship. B is wrong — Silver is row-level, aggregates live in Gold. C — Silver typically has *less* (filtered/deduplicated) data than Bronze. E (less data) is often true but not always; it&#x27;s a side-effect, not the defining property the question asks for. [Community vote] D: 4.	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
Which of the following approaches should be used to send the Databricks Job owner an email in the case that the Job fails?<br><br><b>A.</b> Manually programming in an alert system in each cell of the Notebook<br><b>B.</b> Setting up an Alert in the Job page <br><b>C.</b> Setting up an Alert in the Notebook<br><b>D.</b> There is no way to notify the Job owner in the case of Job failure<br><b>E.</b> MLflow Model Registry Webhooks	<b>Answer: B</b><br><br>B. Databricks Jobs have built-in **Alert/Notification settings** on the Job page: you specify recipients (job owner, group, email) for events like start, success, failure. A (manual cell alerts) is fragile and incomplete. C (notebook alerts) isn&#x27;t a feature. D is wrong — Jobs absolutely support failure notifications. E (MLflow Webhooks) is for model registry events, not jobs. [Community vote] B: 5.	topic::Working_with_Lakeflow_Jobs subtopic::Task_configuration_and_dependencies source::examtopics
A data engineer has been using a Databricks SQL dashboard to monitor the cleanliness of the input data to a data analytics dashboard for a retail use case. The job has a Databricks SQL query that returns the number of store-level records where sales is equal to zero. The data engineer wants their entire team to be notified via a messaging webhook whenever this value is greater than 0.<br>Which of the following approaches can the data engineer use to notify their entire team via a messaging webhook whenever the number of stores with $0 in sales is greater than zero?<br><br><b>A.</b> They can set up an Alert with a custom template.<br><b>B.</b> They can set up an Alert with a new email alert destination.<br><b>C.</b> They can set up an Alert with one-time notifications.<br><b>D.</b> They can set up an Alert with a new webhook alert destination. <br><b>E.</b> They can set up an Alert without notifications.	<b>Answer: D</b><br><br>D. Databricks SQL Alerts support &quot;notification destinations,&quot; including webhook destinations (Slack, MS Teams, generic HTTP) — exactly the integration the question describes. A (custom template) changes the message body, not the channel. B uses email only, not a webhook. C (one-time notification) would alert once then stop firing — wrong for ongoing monitoring. E disables notifications entirely.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
A data engineer wants to schedule their Databricks SQL dashboard to refresh every hour, but they only want the associated SQL endpoint to be running when it is necessary. The dashboard has multiple queries on multiple datasets associated with it. The data that feeds the dashboard is automatically processed using a Databricks Job.<br>Which of the following approaches can the data engineer use to minimize the total running time of the SQL endpoint used in the refresh schedule of their dashboard?<br><br><b>A.</b> They can turn on the Auto Stop feature for the SQL endpoint. <br><b>B.</b> They can ensure the dashboard&#x27;s SQL endpoint is not one of the included query&#x27;s SQL endpoint.<br><b>C.</b> They can reduce the cluster size of the SQL endpoint.<br><b>D.</b> They can ensure the dashboard&#x27;s SQL endpoint matches each of the queries&#x27; SQL endpoints.<br><b>E.</b> They can set up the dashboard&#x27;s SQL endpoint to be serverless.	<b>Answer: A</b><br><br>A. **Auto Stop** is the direct fix: when the dashboard refresh finishes and the endpoint is idle, it shuts down automatically — no compute billed during idle periods. B (separate endpoint) doesn&#x27;t reduce runtime. C (smaller cluster) slows queries and doesn&#x27;t stop the endpoint. D (matching endpoints) is unrelated. E (serverless) helps startup but doesn&#x27;t itself enforce idle shutdown — Auto Stop does. [Community vote] A: 6, E: 1.	topic::Troubleshooting_Monitoring_and_Optimization subtopic::Job_performance_monitoring source::examtopics
Which two conditions are applicable for governance in Databricks Unity Catalog? (Choose two.)<br><br><b>A.</b> You can have more than 1 metastore within a databricks account console but only 1 per region. <br><b>B.</b> Both catalog and schema must have a managed location in Unity Catalog provided metastore is not associated with a location<br><b>C.</b> You can have multiple catalogs within metastore and 1 catalog can be associated with multiple metastore<br><b>D.</b> If catalog is not associated with location, it’s mandatory to associate schema with managed locations<br><b>E.</b> If metastore is not associated with location, it’s mandatory to associate catalog with managed locations 	<b>Answer: AE</b><br><br>A and E. (A) Each Databricks account can have **multiple metastores, but only one per region** — that&#x27;s a documented UC constraint. (E) If the **metastore has no managed location**, you must specify one at the **catalog** level (otherwise managed tables have nowhere to land). B (both catalog and schema must have managed location) is too strong. C is wrong — a catalog belongs to exactly one metastore. D (schema must have managed location if catalog lacks one) is wrong — the rule is metastore→catalog, not catalog→schema. [Community vote] AE: 12 (matches stated), AD: 4. The AD minority interprets the location hierarchy one level deeper than UC actually requires.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
<img src="image46.png"><br>A data architect has determined that a table of the following format is necessary:<br>Which code block is used by SQL DDL command to create an empty Delta table in the above format regardless of whether a table already exists with this name?<br><br><b>A.</b> CREATE OR REPLACE TABLE table_name ( employeeId STRING, startDate DATE, avgRating FLOAT ) <br><b>B.</b> CREATE OR REPLACE TABLE table_name WITH COLUMNS ( employeeId STRING, startDate DATE, avgRating FLOAT ) USING DELTA<br><b>C.</b> CREATE TABLE IF NOT EXISTS table_name ( employeeId STRING, startDate DATE, avgRating FLOAT )<br><b>D.</b> CREATE TABLE table_name AS SELECT employeeId STRING, startDate DATE, avgRating FLOAT	<b>Answer: A</b><br><br>A. `CREATE OR REPLACE TABLE` creates the table if it doesn&#x27;t exist OR atomically replaces it if it does — perfect for &quot;regardless of whether a table already exists.&quot; Default storage is Delta, so explicit `USING DELTA` isn&#x27;t needed. B uses invented `WITH COLUMNS` syntax. C (`IF NOT EXISTS`) would skip creation if it already exists, not replace. D (CTAS) requires a SELECT producing data, not just column definitions. [Community vote] A: 2.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
<img src="image48.png"><br>A data engineer needs to create a table in Databricks using data from a CSV file at location /path/to/csv.<br>They run the following command:<br>Which of the following lines of code fills in the above blank to successfully complete the task?<br><br><b>A.</b> FROM &quot;path/to/csv&quot;<br><b>B.</b> USING CSV <br><b>C.</b> FROM CSV<br><b>D.</b> USING DELTA	<b>Answer: B</b><br><br>B. `CREATE TABLE ... USING CSV OPTIONS (path = &#x27;...&#x27;)` is the SQL DDL to register a CSV file as a table. A (FROM) isn&#x27;t valid in a CREATE TABLE. C (FROM CSV) isn&#x27;t valid. D (USING DELTA) is wrong format. [Community vote] B: 2.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer has a Python variable table_name that they would like to use in a SQL query. They want to construct a Python code block that will run the query using table_name.<br>They have the following incomplete code block:<br>____(f&quot;SELECT customer_id, spend FROM {table_name}&quot;)<br>What can be used to fill in the blank to successfully complete the task?<br><br><b>A.</b> spark.delta.sql<br><b>B.</b> spark.sql <br><b>C.</b> spark.table<br><b>D.</b> dbutils.sql	<b>Answer: B</b><br><br>B. `spark.sql(&quot;...&quot;)` executes an arbitrary SQL string and returns a DataFrame — combined with Python&#x27;s f-string, it lets you parameterise the table name. A (`spark.delta.sql`) isn&#x27;t an API. C (`spark.table`) takes a table name string, not a SQL query. D (`dbutils.sql`) isn&#x27;t a real utility. [Community vote] B: 4.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
